in s,C1 in V
3.002876E-02,3.287E-01
3.002926E-02,3.580E-01
3.002977E-02,3.385E-01
3.003027E-02,3.678E-01
3.003078E-02,3.873E-01
3.003128E-02,3.678E-01
3.003179E-02,3.580E-01
3.003229E-02,3.580E-01
3.003280E-02,3.678E-01
3.003331E-02,3.580E-01
3.003381E-02,3.580E-01
3.003432E-02,3.678E-01
3.003482E-02,3.971E-01
3.003533E-02,3.580E-01
3.003583E-02,3.678E-01
3.003634E-02,3.775E-01
3.003684E-02,3.678E-01
3.003735E-02,3.385E-01
3.003786E-02,3.678E-01
3.003836E-02,3.678E-01
3.003887E-02,3.482E-01
3.003937E-02,3.678E-01
3.003988E-02,3.385E-01
3.004038E-02,3.775E-01
3.004089E-02,3.678E-01
3.004140E-02,3.580E-01
3.004190E-02,3.678E-01
3.004241E-02,3.580E-01
3.004291E-02,3.678E-01
3.004342E-02,3.580E-01
3.004392E-02,3.678E-01
3.004443E-02,3.873E-01
3.004493E-02,3.580E-01
3.004544E-02,3.678E-01
3.004595E-02,3.678E-01
3.004645E-02,3.971E-01
3.004696E-02,3.775E-01
3.004746E-02,3.873E-01
3.004797E-02,3.678E-01
3.004847E-02,3.775E-01
3.004898E-02,3.873E-01
3.004948E-02,3.775E-01
3.004999E-02,3.971E-01
3.005050E-02,3.873E-01
3.005100E-02,3.678E-01
3.005151E-02,3.873E-01
3.005201E-02,3.873E-01
3.005252E-02,3.775E-01
3.005302E-02,4.068E-01
3.005353E-02,3.775E-01
3.005404E-02,3.971E-01
3.005454E-02,3.971E-01
3.005505E-02,3.678E-01
3.005555E-02,3.482E-01
3.005606E-02,3.775E-01
3.005656E-02,3.873E-01
3.005707E-02,3.678E-01
3.005757E-02,3.775E-01
3.005808E-02,3.678E-01
3.005859E-02,4.068E-01
3.005909E-02,3.775E-01
3.005960E-02,3.775E-01
3.006010E-02,3.971E-01
3.006061E-02,3.971E-01
3.006111E-02,4.068E-01
3.006162E-02,3.678E-01
3.006212E-02,3.678E-01
3.006263E-02,3.775E-01
3.006314E-02,3.873E-01
3.006364E-02,3.873E-01
3.006415E-02,3.971E-01
3.006465E-02,3.873E-01
3.006516E-02,4.068E-01
3.006566E-02,3.775E-01
3.006617E-02,3.971E-01
3.006668E-02,3.873E-01
3.006718E-02,4.264E-01
3.006769E-02,3.775E-01
3.006819E-02,3.873E-01
3.006870E-02,3.775E-01
3.006920E-02,3.971E-01
3.006971E-02,3.775E-01
3.007021E-02,3.873E-01
3.007072E-02,3.873E-01
3.007123E-02,3.971E-01
3.007173E-02,3.775E-01
3.007224E-02,4.166E-01
3.007274E-02,3.971E-01
3.007325E-02,3.873E-01
3.007375E-02,4.166E-01
3.007426E-02,3.873E-01
3.007476E-02,4.166E-01
3.007527E-02,4.068E-01
3.007578E-02,4.166E-01
3.007628E-02,4.166E-01
3.007679E-02,4.166E-01
3.007729E-02,4.264E-01
3.007780E-02,4.459E-01
3.007830E-02,4.264E-01
3.007881E-02,4.361E-01
3.007932E-02,4.459E-01
3.007982E-02,3.873E-01
3.008033E-02,4.361E-01
3.008083E-02,3.873E-01
3.008134E-02,4.068E-01
3.008184E-02,4.068E-01
3.008235E-02,4.166E-01
3.008285E-02,3.971E-01
3.008336E-02,4.166E-01
3.008387E-02,3.873E-01
